Organization,Category,Street Address,City,State,Zip Code,Latitude,Longitude,Phone Number,Status,Free Services,Paid Services,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Community Services (The Salvation Army Hollywood Corps),Food Bank,5941 Hollywood Boulevard,Los Angeles,CA,90028,34.1021265,-118.31939,323-960-0640,Open,"help pay for utilities, food pantry, meals, toys & gifts, counseling, after school care, recreation, navigating the system, spiritual support",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Community Food Bank (Sycamores),Food Bank,,Los Angeles,CA,,,,661-942-5749,Open,"food pantry, clothing, supplies for school, toys & gifts",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Family Rescue Center (Family Rescue Center),Food Bank,"22103 Vanowen Street, Canoga Park",Los Angeles,CA,91303,34.1940869,-118.60853,818-884-7587,Open,"food pantry, clothing, supplies for school, toys & gifts, navigating the system, one-on-one support, skills & training, specialized training",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Food Pantry (Tzu Chi USA - Southern California),Food Bank,,Los Angeles,CA,,,,909-447-7799,Open,food pantry,,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Food Pantry (New Song Church),Food Bank,"945 West Covina Boulevard, San Dimas",Los Angeles,CA,91773,34.0997672,-117.82563,909-394-9488,Open,food pantry,,14:00 PM - 18:00 PM,17:00 PM - 22:00 PM,14:00 PM - 18:00 PM,17:00 PM - 22:00 PM,14:00 PM - 18:00 PM,Closed,Closed
Food Pantry (Sowing Seeds for Life (SSFL)),Food Bank,"305 East Arrow Highway, Pomona",Los Angeles,CA,91767,34.0904318,-117.74556,909-293-7735,Open,"food pantry, nutrition education",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Food Pantry (St. Lawrence of Brindisi),Food Bank,10122 Compton Avenue,Los Angeles,CA,90002,33.944378,-118.24597,323-567-1439,Open,food pantry,,11:00 AM - 19:30 PM,11:00 AM - 19:30 PM,11:00 AM - 19:30 PM,11:00 AM - 19:30 PM,11:00 AM - 19:30 PM,Closed,Closed
Food Pantry (St. Joseph the Worker Parish),Food Bank,19855 Sherman Way,Los Angeles,CA,91306,34.2014831,-118.56623,818-213-1067,Open,food pantry,,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM
Human Care Ministry (Our Redeemer Lutheran Church),Food Bank,"8520 Winnetka Ave, Winnetka",Los Angeles,CA,91306,,,818-341-1629,Open,"food pantry, clothing, personal care items, personal hygiene, spiritual support",,11:30 AM - 20:00 PM,11:30 AM - 20:00 PM,11:30 AM - 20:00 PM,11:30 AM - 20:00 PM,11:30 AM - 20:00 PM,Closed,Closed
Rescue Survival Outreach Services (S.O.S.) (San Fernando Valley Rescue Mission),Food Bank,9200 Owensmouth Avenue,Los Angeles,CA,91311,34.237108,-118.60125,,Open,"food pantry, meals, clothing, personal care items, personal hygiene",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Pantry Delivery Services (St. Francis Center (SFC)),Food Bank,1835 South Hope Street,Los Angeles,CA,90015,34.0340212,-118.26979,213-747-5347,Open,"food delivery, food pantry",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Food Pantry (ACTION Food Pantry),Food Bank,"17880 East Covina Boulevard, Covina",Los Angeles,CA,91722,34.0988912,-117.90055,626-319-0554,Open,food pantry,,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Community Pantry (Project 43),Food Bank,6841 Crenshaw Boulevard,Los Angeles,CA,90043,33.9758457,-118.3312,323-522-8163,Open,,food pantry,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
SOVA Community Food and Resource Program (Jewish Family Service of Los Angeles (JFSLA)),Food Bank,8846 West Pico Boulevard,Los Angeles,CA,90035,34.0546985,-118.38486,818-988-7682,Open,"food pantry, personal care items, counseling, navigating the system, help fill out forms, support network, one-on-one support, help find work, advocacy & legal aid",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
"Food Pantry (Food Pantry, LAX)",Food Bank,"355 E Beach Ave, Inglewood",Los Angeles,CA,90302,33.9698806,-118.35004,310-677-5597,Open,"emergency food, food pantry",,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,Closed,Closed
Food Pantry (My Friends House),Food Bank,3533 West 58th Place,Los Angeles,CA,90043,33.9883125,-118.33417,323-292-4939,Open,food pantry,,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM
Food Pantry (Centro de Vida International Church Movement),Food Bank,9251 Burnet Avenue,Los Angeles,CA,91343,34.2387955,-118.46355,818-892-2838,Open,food pantry,,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,Closed,Closed
Women's Health (Northeast Valley Health Corporation (NEVHC)),Mental Health,"1600 San Fernando Road, San Fernando",Los Angeles,CA,91340,34.2886884,-118.4484823,818-270-9777,Open,,"health education, family planning, checkup & test, disease screening, pregnancy tests, counseling, sexual and reproductive health, womens health, postnatal care, sex education, std/sti treatment & prevention, support network",11:00 AM - 00:00 AM,11:00 AM - 00:00 AM,11:00 AM - 00:00 AM,11:00 AM - 00:00 AM,12:00 PM - 20:00 PM,11:00 AM - 20:00 PM,Closed
Outpatient Rehabilitation (Neuro Restorative - Northridge),Mental Health,9440 Texhoma Avenue,Los Angeles,CA,91325,34.2425196,-118.5163655,818-739-3057,Open,,"outpatient treatment, physical therapy, occupational therapy, speech therapy, in-home support",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Cancer Counseling (Fran’s Place - Center for Cancer Counseling),Mental Health,,Los Angeles,CA,,,,949-474-4337,Open,"mental health care, counseling, group therapy, family counseling, individual counseling, virtual support",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Skilled Nursing and Rehabilitation (Facey Medical Group),Mental Health,7120 Corbin Avenue,Los Angeles,CA,91335,34.2002375,-118.5616509,818-881-4540,Open,,"nutrition education, medical care, skilled nursing, pain management, physical therapy, occupational therapy, speech therapy, hospital treatment",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
"Telehealth Therapy (Epiphany Counseling, Consulting & Treatment Services (ECCTS))",Mental Health,,Los Angeles,CA,,,,888-457-0543,Open,,"mental health care, counseling, family counseling, individual counseling, virtual support",10:00 AM - 23:00 PM,10:00 AM - 23:00 PM,10:00 AM - 23:00 PM,10:00 AM - 23:00 PM,10:00 AM - 23:00 PM,12:00 PM - 19:00 PM,Closed
Mental Health (Pacific Lodge Youth Services),Mental Health,"4900 Serrania Avenue, Woodland Hills",Los Angeles,CA,91364,34.1584548,-118.5874804,818-347-1577,Open,"residential treatment, specialized therapy, mental health care, substance abuse counseling, peer support",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
"Therapeutic Learning Center (TLC) (Serenity, Inc.)",Mental Health,,Los Angeles,CA,,,,626-859-6200122,Open,"daily life skills, counseling, specialized therapy, group therapy, individual counseling, early childhood intervention",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Emergency Shelter (Rainbow Services),Mental Health,453 W 7th St,Los Angeles,CA,90731,33.737585,-118.286845,310-547-9343,Open,"temporary shelter, diapers & formula, clothing, medical care, checkup & test, specialized therapy, counseling, individual counseling, childcare, navigating the system, one-on-one support, more education, advocacy & legal aid, meals, animal welfare",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Residential Treatment (Support For Harbor Area Women's Lives (SHAWL)),Mental Health,936 S Centre St,Los Angeles,CA,90731,33.7353748,-118.2832569,310-521-9310,Open,"addiction & recovery, residential treatment, substance abuse counseling, daily life skills, support groups",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Beacon House Association of San Pedro (Beacon House Association of San Pedro),Mental Health,,Los Angeles,CA,,,,310-514-4940,Open,,"sober living, addiction & recovery, 12-step, health education, parenting education, prevent & treat, anger management, individual counseling",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Medication Assisted Treatment (MAT) (Western Pacific Med Corp),Mental Health,"4544 San Fernando Road, Glendale",Los Angeles,CA,91204,34.1348928,-118.2628713,818-956-3737,Open,,"addiction & recovery, outpatient treatment, medications for addiction",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
"Women, Infants and Children (WIC) Supplemental Nutrition Program (Northeast Valley Health Corporation (NEVHC))",Mental Health,"801 South Chevy Chase Drive, Glendale",Los Angeles,CA,91205,34.1367722,-118.2404189,800-313-4942,Open,"help pay for food, nutrition education, parenting education, counseling, postnatal care, navigating the system",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Co-Parenting Couneseling (Family Assessment Counseling & Education Services (FACES)),Mental Health,7017 South Gramercy Place,Los Angeles,CA,90047,33.975963,-118.3136028,323-531-2172,Open,,family counseling,11:00 AM - 19:00 PM,11:00 AM - 19:00 PM,11:00 AM - 19:00 PM,11:00 AM - 19:00 PM,11:00 AM - 19:00 PM,Closed,Closed
Mindful Parenting Newborn - A Post-Partum Therapeutic Group (Well Baby Center),Mental Health,310-402-2229 ,Los Angeles,CA,90066,33.9910665,-118.4202961,310-402-2229307,Open,,"group therapy, support groups",Closed,Closed,17:30 PM - 19:00 PM,Closed,Closed,Closed,Closed
Anger Management (Heart Of Compassion),Mental Health,"600 South Maple Avenue, Montebello",Los Angeles,CA,90640,34.0043633,-118.1190218,323-323-7997,Temporarily closed,"anger management, spiritual support",,Closed,Closed,Closed,Closed,Closed,Closed,Closed
Daniel's Place (Step Up),Mental Health,6762 Lexington Avenue,Los Angeles,CA,90038,34.0923147,-118.3378945,323-380-7591,Open,"meals, help find housing, clothing, personal hygiene, mental health care, community support services, navigating the system, case management, help find school, help find work",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Mental Health Services (HealthRIGHT 360 - Prototypes),Mental Health,"2650 East Foothill Boulevard, Pasadena",Los Angeles,CA,91107,34.149613,-118.0956708,213-542-3838,Open,,"detox, medications for addiction, counseling, mental health care, group therapy, family counseling, individual counseling, navigating the system, case management",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Drug and Alcohol Addiction Treatment Health Center (You Can Health Services),Mental Health,600 W Manchester Ave,Los Angeles,CA,90044,33.959777,-118.2845104,323-750-9247,Open,,"addiction & recovery, outpatient treatment, substance abuse counseling",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,3:00 AM - 4:00 AM,3:00 AM - 4:00 AM
Youth Homelessness (Los Angeles LGBT Center),Mental Health,1220 Highland Avenue,Los Angeles,CA,90038,34.0931286,-118.3382043,323-860-2280,Open,"temporary shelter, addiction & recovery, disease screening, personal hygiene, counseling, recreation, support groups, more education, computer class, help find work, meals",,11:30 AM - 20:30 PM,11:30 AM - 20:30 PM,11:30 AM - 20:30 PM,11:30 AM - 20:30 PM,11:30 AM - 20:30 PM,11:30 AM - 19:00 PM,11:30 AM - 19:00 PM
Parent Counseling (Mama Hill's Help (MHH)),Mental Health,755 East 92nd Street,Los Angeles,CA,90002,33.9532678,-118.2610791,323-696-6910,Open,"parenting education, counseling, substance abuse counseling, financial education",,14:00 PM - 20:00 PM,16:00 PM - 20:00 PM,16:00 PM - 20:00 PM,14:00 PM - 20:00 PM,14:00 PM - 20:00 PM,Closed,Closed
Crisis Response (HOPE Animal-Assisted Crisis Response (AACR)),Mental Health,,Los Angeles,CA,,,,877-467-3597,Open,"support & service animals, mental health care",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
SmokefreeTXT (Smokefree),Mental Health,,Los Angeles,CA,,,,,Open,"addiction & recovery, substance abuse counseling, support network, virtual support",,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM
National Perinatal Hotline (PPD MOMS),Mental Health,,Los Angeles,CA,,,,800-773-6667,Open,"mental health care, help hotlines",,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,Closed,Closed
"Service Dogs - Veteran Assistance (Duo Dogs, Inc.)",Mental Health,,Los Angeles,CA,,,,,Open,support & service animals,,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,Closed,Closed
Online Support Group (Mommies Enduring Neonatal Death (M.E.N.D.)),Mental Health,,Los Angeles,CA,,,,,Open,"bereavement, peer support, support groups, virtual support",,Closed,Closed,Closed,22:00 PM - 00:00 AM,Closed,Closed,Closed
Online Support Groups (Pregnancy After Loss Support (PALS)),Mental Health,,Los Angeles,CA,,,,,Open,"bereavement, peer support, support groups, virtual support",,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM
Service Dogs for Veterans (Dogs For Our Brave (DFOB)),Mental Health,,Los Angeles,CA,,,,,Open,"support & service animals, animal welfare",,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,Closed,Closed
Mental Health Services (Homeboy Industries),Mental Health,130 Bruno Street,Los Angeles,CA,90012,34.0623185,-118.235754,323-526-1254,Open,"addiction & recovery, health education, parenting education, specialized therapy, mental health care, counseling, substance abuse counseling, individual counseling, mental health evaluation, support network",,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,Closed,Closed
Adult's Clinic - Adult Outpatient (Amanecer Community Counseling Service),Mental Health,1200 Wilshire Boulevard,Los Angeles,CA,90017,34.052953,-118.265186,213-481-7464,Open,,"help find housing, counseling, outpatient treatment, mental health care, individual counseling, one-on-one support, help find work, advocacy & legal aid, medication management, navigating the system",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
"Adult Outpatient Services (Enki Health Services, Inc.)",Mental Health,560 South Saint Louis Street,Los Angeles,CA,90033,34.039155,-118.2170826,866-227-1302,Open,,"daily life skills, medication management, mental health care, group therapy, individual counseling, mental health evaluation, case management, support network, peer support",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Medical Care (Program for Torture Victims (PTV)),Mental Health,1400 South Grand Avenue,Los Angeles,CA,90015,34.0368416,-118.2652246,213384-4788246,Open,,"outpatient treatment, medical care",Closed,Closed,Closed,Closed,11:00 AM - 16:30 PM,Closed,Closed
Children's Outpatient Services (Kedren Community Care Clinic),Mental Health,1401 South Grand Avenue,Los Angeles,CA,90015,34.0373967,-118.2657271,855-808-4580,Open,,"outpatient treatment, mental health care, bereavement, daily life skills, prevent & treat, early childhood intervention, specialized therapy, medication management, counseling, group therapy, individual counseling, mental health evaluation, case management",0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM
Behavioral Health (White Memorial Community Health Center (WMCHC)),Mental Health,1828 East Cesar E Chavez Avenue,Los Angeles,CA,90033,34.0498782,-118.2157924,323-987-1200,Open,,"mental health care, counseling, group therapy, family counseling, individual counseling, mental health evaluation",11:30 AM - 20:30 PM,11:30 AM - 22:00 PM,11:30 AM - 20:00 PM,11:30 AM - 20:00 PM,11:30 AM - 20:00 PM,12:00 PM - 18:00 PM,Closed
Children and Family Outpatient Services (Asian Pacific Counseling And Treatment Centers),Mental Health,1310 Wilshire Boulevard,Los Angeles,CA,90017,34.0537758,-118.2671082,213-252-2100,Open,,"mental health care, family counseling, individual counseling, mental health evaluation, support groups",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Family Source Center - Children & Youth Services (El Centro de Ayuda),Mental Health,2130 East 1st Street,Los Angeles,CA,90033,34.0443143,-118.2128782,323265-9228,Not specified,"mental health care, after school care, recreation, support network, mentoring, one-on-one support, tutoring",,11:00 AM - 23:00 PM,11:00 AM - 23:00 PM,11:00 AM - 23:00 PM,11:00 AM - 23:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Mental/Behavioral Health Services (St. John’s Well Child and Family Center (SJWCFC)),Mental Health,400 West Washington Boulevard,Los Angeles,CA,90015,34.0328481,-118.2696947,323-541-1411,Open,,"medications for addiction, mental health care, counseling, group therapy, substance abuse counseling, family counseling, individual counseling, mental health evaluation",11:00 AM - 21:00 PM,11:00 AM - 21:00 PM,11:00 AM - 21:00 PM,11:00 AM - 21:00 PM,Closed,Closed,Closed
Women's Health (St. John’s Well Child and Family Center (SJWCFC)),Mental Health,400 West Washington Boulevard,Los Angeles,CA,90015,34.0325515,-118.2697468,323-541-1411,Open,,"medical care, checkup & test, disease screening, mental health care, sexual and reproductive health, family planning",11:00 AM - 21:00 PM,11:00 AM - 21:00 PM,11:00 AM - 21:00 PM,11:00 AM - 21:00 PM,Closed,Closed,Closed
Coaching Into Care (US Department of Veterans Affairs (VA) - Veterans Health Administration (VHA)),Mental Health,,Los Angeles,CA,,,,888-823-7458,Open,"mental health care, understand mental health, government benefits, understand government programs, navigating the system, support network, one-on-one support",,8:00 AM - 20:00 PM,8:00 AM - 20:00 PM,8:00 AM - 20:00 PM,8:00 AM - 20:00 PM,8:00 AM - 20:00 PM,Closed,Closed
"Self-Care Mondays - Anxiety Group for Women (Tanyanika Ajayi, LMFT)",Mental Health,,Los Angeles,CA,,,,,Open,,"understand mental health, support groups, virtual support",11:00 AM - 20:00 PM,Closed,Closed,Closed,Closed,Closed,Closed
Intensive Outpatient Therapy (Stepstone Connect),Mental Health,,Los Angeles,CA,,,,866-518-2985,Open,,"addiction & recovery, outpatient treatment, substance abuse counseling, one-on-one support, support groups, virtual support, support groups",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
We're In This Together (Erika's Lighthouse),Mental Health,,Los Angeles,CA,,,,,Open,"parenting education, understand mental health",,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,Closed,Closed
Family Support Group (NAMI of Antelope Valley),Mental Health,"1600 West Avenue J, Lancaster",Los Angeles,CA,93534,34.6884466,-118.1593913,661-341-8041,Open,"health education, understand mental health, mental health care, community support services, navigating the system, support network, support groups, health education, more education, parenting education",,22:00 PM - 23:00 PM,Closed,Closed,Closed,Closed,Closed,Closed
Journey to Israel (Heroes To Heroes Foundation),Mental Health,,Los Angeles,CA,,,,,Open,"counseling, group therapy, support network, spiritual support",,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,Closed,Closed
Peer to Peer Recovery Education (NAMI of Antelope Valley),Mental Health,,Los Angeles,CA,,,,661341-8041,Open,"health education, understand mental health, support network, mentoring, peer support",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
NAMI Basics (NAMI of Antelope Valley),Mental Health,"44349 Lowtree Avenue, Lancaster",Los Angeles,CA,93534,34.6891237,-118.1544544,,Open,"health education, parenting education, understand mental health",,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,Closed,Closed,Closed
